"","Group","HostReportedName","HostCorrectedName","HostOrder","HostFamily","HostEnvironment","ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","ParType","ParPhylum","ParClass","Citation","LocationName","Longitude","Latitude","PopulationType","SamplingBasis","SampleNotes","Prevalence","HostsSampled","HostSex","HostAge","Intensity","IntensityMeasure","NativeRange","NumSamples","SamplingType"
"12083","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxascaris leonina","Toxascaris leonina","yes","Helminth","Nematoda","Secernentea","Shimalov and Shimalov 2002b","Belarus",27.95,53.71,"WN","Animals","Tissue",0.103,78,NA,NA,"",NA,"No",78,"DirectOther"
"12088","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxocara tanuki","Toxocara tanuki","yes","Helminth","Nematoda","Secernentea","Nakagawa et al. 2009","Kanagawa and Fukushima prefectures, JAPAN",137.95,37.53,"WN","Animals","necropsy",0.286,7,NA,NA,"",NA,"Yes",7,"DirectOther"
"12089","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxocara tanuki","Toxocara tanuki","yes","Helminth","Nematoda","Secernentea","Sato et al. 1999a","Aomori & Akita Prefectures",140.75,40.82,"WN","Animals","Tissue",0.8,20,NA,NA,"",NA,"Yes",20,"DirectOther"
"12090","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxocara tanuki","Toxocara tanuki","yes","Helminth","Nematoda","Secernentea","Sato et al. 1999b","NW Tohoku Region, Japan",141.26,40.73,"WN","Animals","small intestine",0.5,14,NA,NA,"",NA,"Yes",14,"DirectOther"
"12091","carnivores","Nyctereutes procyonoides viverrinus","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxocara tanuki","Toxocara tanuki","yes","Helminth","Nematoda","Secernentea","Sato et al. 2006c","Yakushima Island, JAPAN",130.51,30.34,"WN","Animals",NA,0.444,9,"All",NA,"","ParasiteCount","No",9,"DirectOther"
"12092","carnivores","Nyctereutes procyonoides viverrinus","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Toxocara tanuki","Toxocara tanuki","yes","Helminth","Nematoda","Secernentea","Sato et al. 2006c","Yakushima Island, JAPAN",130.51,30.34,"WN","Animals",NA,0.5,4,NA,NA,"","ParasiteCount","No",4,"DirectOther"
"12093","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Trichinella britovi","Trichinella britovi","yes","Helminth","Nematoda","Enoplea","Pozio et al. 1996","Yamagata Prefecture, Japan",140.36,38.24,"WN","Animals","muscle",0.016,64,NA,NA,"",NA,"Yes",64,NA
"12105","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Trichuris vulpis","Trichuris vulpis","yes","Helminth","Nematoda","Enoplea","Sato et al. 1999a","Aomori & Akita Prefectures",140.75,40.82,"WN","Animals","Tissue",0.05,20,NA,NA,"",NA,"Yes",20,"DirectOther"
"12106","carnivores","Nyctereutes procyonoides viverrinus","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Trichuris vulpis","Trichuris vulpis","yes","Helminth","Nematoda","Enoplea","Sato et al. 2006c","Yakushima Island, JAPAN",130.51,30.34,"WN","Animals",NA,0.25,4,NA,NA,"146","ParasiteCount","No",4,"DirectOther"
"12107","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Trichuris vulpis","Trichuris vulpis","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2002","Belarus",27.95,53.71,"WN","Animals",NA,0.01,78,NA,NA,"",NA,"Yes",78,NA
"12108","carnivores","Nyctereutes procyonoides","Nyctereutes procyonoides","Carnivora","Canidae","terrestrial","Trichuris vulpis","Trichuris vulpis","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2002b","Belarus",27.95,53.71,"WN","Animals","Tissue",0.013,78,NA,NA,"2","ParasiteCount","No",78,"DirectOther"
"12198","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cooperia oncophora","Cooperia oncophora","yes","Helminth","Nematoda","Secernentea","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.33,6,NA,NA,"",NA,"Yes",6,NA
"12199","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cooperia oncophora","Cooperia oncophora","yes","Helminth","Nematoda","Secernentea","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.33,6,NA,"Juvenile","",NA,"Yes",6,NA
"12244","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Moniezia benedeni","Moniezia benedeni","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.08,12,NA,"Adult","",NA,"Yes",12,NA
"12245","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Moniezia benedeni","Moniezia benedeni","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.08,12,"Female",NA,"",NA,"Yes",12,NA
"12246","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Moniezia benedeni","Moniezia benedeni","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.08,12,NA,NA,"",NA,"Yes",12,NA
"12265","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Onchocerca cervipedis","Onchocerca cervipedis","yes","Helminth","Nematoda","Secernentea","Pederson et al 1985","Utah, USA",-111.09,39.32,"WN",NA,"skin from muzzle area (5 cm square)",0.32,864,NA,NA,"",NA,"Yes",864,NA
"12322","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Ostertagia ostertagi","Ostertagia ostertagi","yes","Helminth","Nematoda","Secernentea","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.66,6,NA,NA,"",NA,"Yes",6,NA
"12323","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Ostertagia ostertagi","Ostertagia ostertagi","yes","Helminth","Nematoda","Secernentea","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.66,6,NA,"Juvenile","",NA,"Yes",6,NA
"12328","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Parelaphostrongylus tenuis","Parelaphostrongylus tenuis","yes","Helminth","Nematoda","Secernentea","Oates et al 2000","western 2/3 of Nebraska",-99.9,41.49,"WN",NA,"organs-heads",0.00366,273,NA,NA,"",NA,"Yes",273,NA
"12329","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Parelaphostrongylus tenuis","Parelaphostrongylus tenuis","yes","Helminth","Nematoda","Secernentea","Oates et al 2000","western 2/3 of Nebraska",-99.9,41.49,"WN",NA,"organs-heads",0.00305,328,NA,NA,"",NA,"Yes",328,NA
"12330","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Parelaphostrongylus tenuis","Parelaphostrongylus tenuis","yes","Helminth","Nematoda","Secernentea","Oates et al 2000","western 2/3 of Nebraska",-99.9,41.49,"WN",NA,"organs-heads",0.00459,273,NA,"Adult","",NA,"Yes",218,NA
"12391","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cysticercus tenuicollis","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.33,6,NA,NA,"",NA,"Yes",6,NA
"12392","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cysticercus tenuicollis","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.16,6,NA,NA,"",NA,"Yes",6,NA
"12393","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cysticercus tenuicollis","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.16,6,NA,"Juvenile","",NA,"Yes",6,NA
"12394","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Cysticercus tenuicollis","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Dubey and Kistner 1985","Steens Mountain, Oregon",-118.58,42.64,"WN",NA,"organs",0.33,6,NA,"Juvenile","",NA,"Yes",6,NA
"12395","ungulates","Odocoileus hemionus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Taenia hydatigena","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver and often lungs",0.13,247,NA,NA,"",NA,"Yes",247,NA
"12396","ungulates","Odocoileus hemionus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Taenia omissa","Taenia omissa","yes","Helminth","Platyhelminthes","Cestoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver and often lungs",0.008,247,NA,NA,"",NA,"Yes",247,NA
"12397","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Taenia omissa","Taenia omissa","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.4,12,NA,"Adult","",NA,"Yes",12,NA
"12398","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Taenia omissa","Taenia omissa","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.4,12,NA,NA,"",NA,"Yes",12,NA
"12399","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Taenia omissa","Taenia omissa","yes","Helminth","Platyhelminthes","Cestoda","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.4,12,"Female",NA,"",NA,"Yes",12,NA
"12420","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Trichuris discolor","Trichuris discolor","yes","Helminth","Nematoda","Enoplea","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.04,12,NA,NA,"",NA,"Yes",12,NA
"12421","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Trichuris discolor","Trichuris discolor","yes","Helminth","Nematoda","Enoplea","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.04,12,"Female",NA,"",NA,"Yes",12,NA
"12422","ungulates","Odocoileus hemionus","Odocoileus hemionus","Artiodactyla","Odobenidae","terrestrial","Trichuris discolor","Trichuris discolor","yes","Helminth","Nematoda","Enoplea","Stubblefield et al 1987","Fort Davies, Texas",-103.89,30.59,"WN",NA,"organs-lungs, trachea, liver, spleen, kidneys, and mesenteries",0.04,12,NA,"Adult","",NA,"Yes",12,NA
"12859","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Addison et al 1988","Apsley, Ontario",-78.09,44.75,"WN",NA,"organs-livers",0.03,159,NA,"Juvenile","",NA,"Yes",39,NA
"12860","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Addison et al 1988","Apsley, Ontario",-78.09,44.75,"WN",NA,"organs-livers",0.52,159,NA,NA,"",NA,"Yes",159,NA
"12861","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Addison et al 1988","Apsley, Ontario",-78.09,44.75,"WN",NA,"organs-livers",0.68,159,NA,"Adult","",NA,"Yes",120,NA
"12862","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Flowers 1996","Buck Buster Hunting Club, Halifax county, North Carolina",-77.61,36.26,"WN",NA,"organs-livers",0.73,26,NA,NA,"",NA,"Yes",26,NA
"12863","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Mulvey et al 1991","South Carolina:  Department of Energy's Savannah River Site located in Aiken, Allendale, and Barnwel",-81.36,33.24,"WN",NA,"organs-livers",0.33,622,NA,NA,"",NA,"Yes",622,NA
"12864","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Mulvey et al 1991","South Carolina:  Department of Energy's Savannah River Site located in Aiken, Allendale, and Barnwel",-81.36,33.24,"WN",NA,"organs-livers",0.33,622,NA,"Adult","",NA,"Yes",622,NA
"12865","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver",0.14,140,NA,NA,"",NA,"Yes",140,NA
"12866","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver",0.02,140,NA,"Adult","",NA,"Yes",97,NA
"12867","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Qureshi et al 1989","Welder Wildlife Refuge, San Patricio County, Texas",-97.44,28.12,"WN",NA,"feces; organs- livers",0.95,20,NA,NA,"",NA,"Yes",20,NA
"12868","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Qureshi et al 1994","Welder Wildlife Refuge, San Patricio County, Texas",-97.44,28.12,"WN",NA,"organs-liver",0.38,25,NA,"Juvenile","",NA,"Yes",13,NA
"12869","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Qureshi et al 1994","Welder Wildlife Refuge, San Patricio County, Texas",-97.44,28.12,"WN",NA,"organs-liver",1,25,NA,"Adult","",NA,"Yes",12,NA
"12870","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Qureshi et al 1994","Welder Wildlife Refuge, San Patricio County, Texas",-97.44,28.12,"WN",NA,"organs-liver",0.68,25,NA,NA,"",NA,"Yes",25,NA
"12871","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Carreno et al 2001","Area de Conservacion Guanacaste, Costa Rica",-85.62,10.85,"WN",NA,"organs",1,2,NA,NA,"",NA,"Yes",2,NA
"12872","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Carreno et al 2001","Area de Conservacion Guanacaste, Costa Rica",-85.62,10.85,"WN",NA,"organs",1,2,"Female",NA,"",NA,"Yes",2,NA
"12873","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Davidson et al 1985","Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,"WN",NA,"necropsy",1,5,NA,NA,"",NA,"Yes",5,NA
"12874","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Davidson et al 1985","Lakes, Lyon and Trigg Counties, Kentucky",-87.97,36.88,"WN",NA,"necropsy",1,5,NA,"Adult","",NA,"Yes",5,NA
"12875","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Davidson et al 1987","St. Vincent lsand, Franklin County, Florida",-85.13,29.66,"WN",NA,"feces; organs-full necropsy",1,6,NA,NA,"",NA,"Yes",6,NA
"12876","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Tall Timbers 1992","Blackbeard Island, Georgia",-81.2,31.52,"WN",NA,"organs-esophagus",1,73,NA,NA,"",NA,"Yes",20,NA
"12877","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Waid et al 1985","Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,"WN",NA,"organs-entire viscera",0.86,86,"Female",NA,"",NA,"Yes",86,NA
"12878","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Waid et al 1985","Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,"WN",NA,"organs-entire viscera",0.86,86,NA,NA,"",NA,"Yes",86,NA
"12879","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Gongylonema pulchrum","Gongylonema pulchrum","yes","Helminth","Nematoda","Secernentea","Waid et al 1985","Yo Ranch, Kerr County, Texas Edwards Plateau, Texas",-99.4,30.18,"WN",NA,"organs-entire viscera",0.86,86,NA,"Adult","",NA,"Yes",86,NA
"12896","ungulates","Odocoileus virginianus","Odocoileus virginianus","Artiodactyla","Odobenidae","terrestrial","Heterobilharzia americana","Heterobilharzia americana","yes","Helminth","Platyhelminthes","Trematoda","Forrester et al 1994","southern Florida: 5 locations in Collier county (see Atkinson et al. 1993 for detailed location)",-81.43,26.07,"WN",NA,"organs-mesenteric blood vessels",0.09,40,"Female",NA,"",NA,"Yes",32,NA
